#  Iter.   M_avg.    U_Bind.    Susc.
    9481  0.199342  0.666666  0.000195
    9491  0.199343  0.666666  0.000195
    9501  0.199343  0.666666  0.000195
    9511  0.199343  0.666666  0.000195
    9521  0.199343  0.666666  0.000195
    9531  0.199343  0.666666  0.000195
    9541  0.199342  0.666666  0.000195
    9551  0.199342  0.666666  0.000195
    9561  0.199342  0.666666  0.000195
    9571  0.199342  0.666666  0.000195
    9581  0.199342  0.666666  0.000195
    9591  0.199342  0.666666  0.000195
    9601  0.199342  0.666666  0.000195
    9611  0.199342  0.666666  0.000195
    9621  0.199342  0.666666  0.000195
    9631  0.199342  0.666666  0.000195
    9641  0.199342  0.666666  0.000195
    9651  0.199342  0.666666  0.000195
    9661  0.199342  0.666666  0.000195
    9671  0.199342  0.666666  0.000195
    9681  0.199342  0.666666  0.000195
    9691  0.199342  0.666666  0.000195
    9701  0.199342  0.666666  0.000195
    9711  0.199342  0.666666  0.000195
    9721  0.199342  0.666666  0.000195
    9731  0.199342  0.666666  0.000195
    9741  0.199342  0.666666  0.000195
    9751  0.199342  0.666666  0.000194
    9761  0.199342  0.666666  0.000194
    9771  0.199342  0.666666  0.000194
    9781  0.199342  0.666666  0.000194
    9791  0.199342  0.666666  0.000194
    9801  0.199342  0.666666  0.000194
    9811  0.199342  0.666666  0.000194
    9821  0.199342  0.666666  0.000194
    9831  0.199342  0.666666  0.000194
    9841  0.199342  0.666666  0.000194
    9851  0.199342  0.666666  0.000194
    9861  0.199342  0.666666  0.000194
    9871  0.199342  0.666666  0.000194
    9881  0.199342  0.666666  0.000194
    9891  0.199342  0.666666  0.000194
    9901  0.199342  0.666666  0.000194
    9911  0.199342  0.666666  0.000194
    9921  0.199342  0.666666  0.000194
    9931  0.199342  0.666666  0.000194
    9941  0.199342  0.666666  0.000194
    9951  0.199342  0.666666  0.000194
    9961  0.199342  0.666666  0.000194
    9971  0.199341  0.666666  0.000194
    9981  0.199341  0.666666  0.000194
    9991  0.199341  0.666666  0.000194
    9001  0.199666  0.666667  0.000227
    9011  0.199666  0.666667  0.000227
    9021  0.199666  0.666667  0.000227
    9031  0.199666  0.666667  0.000227
    9041  0.199666  0.666667  0.000227
    9051  0.199666  0.666667  0.000227
    9061  0.199666  0.666667  0.000226
    9071  0.199666  0.666667  0.000226
    9081  0.199666  0.666667  0.000226
    9091  0.199666  0.666667  0.000226
    9101  0.199666  0.666667  0.000226
    9111  0.199666  0.666667  0.000226
    9121  0.199666  0.666667  0.000225
    9131  0.199666  0.666667  0.000225
    9141  0.199666  0.666667  0.000225
    9151  0.199666  0.666667  0.000225
    9161  0.199666  0.666667  0.000225
    9171  0.199666  0.666667  0.000225
    9181  0.199666  0.666667  0.000225
    9191  0.199666  0.666667  0.000224
    9201  0.199666  0.666667  0.000224
    9211  0.199666  0.666667  0.000224
    9221  0.199666  0.666667  0.000224
    9231  0.199666  0.666667  0.000224
    9241  0.199666  0.666667  0.000224
    9251  0.199666  0.666667  0.000223
    9261  0.199666  0.666667  0.000223
